name,team,gp,toi,g,a,firsta,points,shots,ifenwick,icorsi,shpct,g_60,a_60,firsta_60,points_60,shots_60,ifenwick_60,icorsi_60,igp,iap,ipp
"HAYES, JIMMY",Florida,168,1874:13,28,20,13,48,252,336,397,11.11,0.90,0.64,0.42,1.54,8.07,10.76,12.71,36.8,26.3,63.2
"GEOFFRION, BLAKE",Montreal,55,507:44,8,5,2,13,51,66,97,15.69,0.95,0.59,0.24,1.54,6.03,7.80,11.46,47.1,29.4,76.5
"COLBORNE, JOE",Calgary,160,1956:24,15,35,20,50,131,184,229,11.45,0.46,1.07,0.61,1.53,4.02,5.64,7.02,21.4,50.0,71.4
"MCDONALD, COLIN",NY Islanders,138,1528:49,15,24,15,39,206,270,335,7.28,0.59,0.94,0.59,1.53,8.08,10.60,13.15,28.3,45.3,73.6
"KENNEDY, TYLER",NY Islanders,291,3412:45,34,53,39,87,650,854,1130,5.23,0.60,0.93,0.69,1.53,11.43,15.01,19.87,28.6,44.5,73.1
"LEINO, VILLE",Buffalo,218,2903:28,22,52,26,74,203,282,382,10.84,0.45,1.07,0.54,1.53,4.20,5.83,7.89,20.2,47.7,67.9
"COGLIANO, ANDREW",Anaheim,376,4716:03,55,65,44,120,493,684,904,11.16,0.70,0.83,0.56,1.53,6.27,8.70,11.50,32.0,37.8,69.8
"NICHUSHKIN, VALERI",Dallas,87,1140:08,11,18,10,29,116,162,207,9.48,0.58,0.95,0.53,1.53,6.10,8.53,10.89,20.8,34.0,54.7
"RICHARDS, MIKE",Los Angeles,338,4075:55,38,65,41,103,431,646,827,8.82,0.56,0.96,0.60,1.52,6.34,9.51,12.17,27.7,47.4,75.2
"WEY, PATRICK",Washington,9,118:59,0,3,1,3,5,6,15,0.00,0.00,1.51,0.50,1.51,2.52,3.03,7.56,0.0,60.0,60.0
"BOZAK, TYLER",Toronto,341,4918:40,44,80,46,124,344,468,591,12.79,0.54,0.98,0.56,1.51,4.20,5.71,7.21,21.1,38.3,59.3
"SCHEIFELE, MARK",Winnipeg,156,2148:48,20,34,16,54,219,309,388,9.13,0.56,0.95,0.45,1.51,6.12,8.63,10.83,21.7,37.0,58.7
"CHIASSON, ALEX",Ottawa,162,1714:59,18,25,13,43,166,238,319,10.84,0.63,0.87,0.45,1.50,5.81,8.33,11.16,30.5,42.4,72.9
"SMYTH, RYAN",Edmonton,283,3592:26,32,58,28,90,465,648,758,6.88,0.53,0.97,0.47,1.50,7.77,10.82,12.66,26.4,47.9,74.4
"VASYUNOV, ALEXANDER",New Jersey,18,199:56,1,4,4,5,17,22,31,5.88,0.30,1.20,1.20,1.50,5.10,6.60,9.30,16.7,66.7,83.3
"ARCOBELLO, MARK",Arizona,119,1482:03,16,21,11,37,165,239,313,9.70,0.65,0.85,0.45,1.50,6.68,9.68,12.67,33.3,43.8,77.1
"SHAW, ANDREW",Chicago,244,2965:57,39,35,13,74,352,453,588,11.08,0.79,0.71,0.26,1.50,7.12,9.16,11.89,32.2,28.9,61.2
"YAKUPOV, NAIL",Edmonton,192,2366:20,26,33,24,59,288,394,524,9.03,0.66,0.84,0.61,1.50,7.30,9.99,13.29,32.9,41.8,74.7
"BERGENHEIM, SEAN",Minnesota,260,3209:10,43,37,22,80,569,781,939,7.56,0.80,0.69,0.41,1.50,10.64,14.60,17.56,36.8,31.6,68.4
"BREEN, CHRISTOPHER",Calgary,9,80:18,0,2,1,2,4,7,10,0.00,0.00,1.49,0.75,1.49,2.99,5.23,7.47,0.0,33.3,33.3
"COMEAU, BLAKE",Pittsburgh,315,3941:41,45,53,33,98,529,720,1027,8.51,0.69,0.81,0.50,1.49,8.05,10.96,15.63,34.4,40.5,74.8
"TOOTOO, JORDIN",New Jersey,252,2701:29,24,43,32,67,344,451,588,6.98,0.53,0.95,0.71,1.49,7.64,10.02,13.06,27.6,49.4,77.0
"LETESTU, MARK",Columbus,308,3428:59,35,50,31,85,367,480,623,9.54,0.61,0.87,0.54,1.49,6.42,8.40,10.90,28.5,40.7,69.1
"JURCO, TOMAS",Detroit,99,1049:15,7,19,10,26,141,205,251,4.96,0.40,1.09,0.57,1.49,8.06,11.72,14.35,17.1,46.3,63.4
"KESLER, RYAN",Anaheim,334,4606:12,56,58,37,114,567,829,1094,9.88,0.73,0.76,0.48,1.49,7.39,10.80,14.25,30.8,31.9,62.6
"DRAPER, KRIS",Detroit,47,445:15,6,5,1,11,54,72,85,11.11,0.81,0.67,0.13,1.48,7.28,9.70,11.45,28.6,23.8,52.4
"CHRISTENSEN, ERIK",Minnesota,112,1053:59,10,16,12,26,83,124,166,12.05,0.57,0.91,0.68,1.48,4.72,7.06,9.45,27.8,44.4,72.2
"FEHR, ERIC",Washington,275,3165:56,39,39,24,78,433,589,768,9.01,0.74,0.74,0.45,1.48,8.21,11.16,14.55,34.5,34.5,69.0
"KOMAROV, LEO",Toronto,104,1219:59,11,19,10,30,114,161,201,9.65,0.54,0.93,0.49,1.48,5.61,7.92,9.89,25.6,44.2,69.8
"LEGWAND, DAVID",Ottawa,353,4555:18,42,70,42,112,431,571,711,9.74,0.55,0.92,0.55,1.48,5.68,7.52,9.36,23.9,39.8,63.6
"MILLER, ANDREW",Edmonton,9,122:08,0,3,1,3,13,19,21,0.00,0.00,1.47,0.49,1.47,6.39,9.33,10.32,0.0,100.0,100.0
"BOURQUE, GABRIEL",Nashville,220,2616:00,24,40,24,64,266,367,458,9.02,0.55,0.92,0.55,1.47,6.10,8.42,10.50,24.7,41.2,66.0
"CLEARY, DAN",Detroit,260,3108:39,34,42,23,76,450,579,705,7.56,0.66,0.81,0.44,1.47,8.69,11.18,13.61,32.1,39.6,71.7
